Subject,Chapter,Level,Category,Question,Options,Answer,Explanation
Accounting 1st,Chapter 09,Barisal 2025,Board,Gross Profit - Operating Expenses = ?,"a) Net Profit

b) Gross Profit

c) Operating Profit

d) Net Profit after Tax",c,Operating Profit is derived by subtracting operating expenses (admin & selling) from Gross Profit.
Accounting 1st,Chapter 09,Barisal 2025,Board,"COGS 2,00,000; Gross Profit 1,00,000. What is the amount of Sales?","a) 2,00,000

b) 2,50,000

c) 3,00,000

d) 3,30,000",c,"Sales = Cost of Goods Sold + Gross Profit = 2,00,000 + 1,00,000 = 3,00,000 Tk."
Accounting 1st,Chapter 09,Barisal 2025,Board,"Gross Profit 1,50,000; Operating Exp 1,00,000; Interest on Loan 20,000; Discount Rec. 30,000. Net Profit?","a) 80,000

b) 60,000

c) 50,000

d) 30,000",b,"Net Profit = (GP 1,50,000 - Op Exp 1,00,000) + Non-Op Income 30,000 - Non-Op Exp 20,000 = 60,000 Tk."
Accounting 1st,Chapter 09,Barisal 2025,Board,Who has the claim over Net Profit?,"a) Debtor

b) Owner

c) Bank

d) Government",b,Net Profit belongs to the owner(s) and is added to the Owner's Equity in the Balance Sheet.
Accounting 1st,Chapter 09,Jessore 2025,Board,"AP Opening 5,000; Closing 8,000; Purchase Return 2,000; Paid to Creditors 20,000. Credit Purchase?","a) 18,000

b) 19,000

c) 25,000

d) 21,000",c,"Credit Purchase = (Closing 8k + Paid 20k + Return 2k) - Opening 5k = 25,000 Tk."
Accounting 1st,Chapter 09,Jessore 2025,Board,"Stock Cost 1,00,000; Market 8,000 less than cost. Includes Unused Stationery 2,000. Final Stock Value?","a) 90,000

b) 92,000

c) 94,000

d) 98,000",a,"Lower of Cost/Market = 92,000. Subtract non-stock items: 92,000 - 2,000 = 90,000 Tk."
Accounting 1st,Chapter 09,Jessore 2025,Board,"If Market Value is 5,000 HIGHER than cost, in the Balance Sheet—

i. Assets ↑

ii. Net Profit ↑

iii. Equity ↑","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,"Following the prudence concept, we usually use cost if it's lower. However, if market value is correctly used/rises, it inflates assets and profits."
Accounting 1st,Chapter 09,Jessore 2025,Board,"Net Sales 3,90,000; GP rate 40%; Net Profit is 30% of GP. Indirect Expenses?","a) 1,09,200

b) 1,12,000

c) 2,34,000

d) 2,73,000",a,"GP = 3,90k * 40% = 1,56,000. NP = 1,56k * 30% = 46,800. Indirect Exp = 1,56,000 - 46,800 = 1,09,200 Tk."
Accounting 1st,Chapter 09,Jessore 2025,Board,"What type of asset is ""Preliminary Expenses""?","a) Fixed Asset

b) Current Asset

c) Fictitious Asset

d) Intangible Asset",c,Preliminary expenses are fictitious assets (অলীেক সম্পদ) as they have no real resale value and are written off over time.
Accounting 1st,Chapter 09,Jessore 2025,Board,"If VAT Received > VAT Paid, the difference is called—","a) Current Asset

b) Current Liability

c) Revenue Income

d) Revenue Expense",b,Excess VAT collected from customers over VAT paid to suppliers is a liability (VAT Payable) to the government.
Accounting 1st,Chapter 09,Jessore 2025,Board,"Sales 50,000; Op Exp 3,200; COGS 30,000; Discount Rec. 2,000. Gross Profit?","a) 16,800

b) 18,800

c) 20,000

d) 22,000",c,"Gross Profit = Sales (50,000) - COGS (30,000) = 20,000 Tk. (Other items are for Net Profit)."
Accounting 1st,Chapter 09,Sylhet 2025,Board,Sales - COGS - Operating Expenses = ?,"a) Gross Profit/Loss

b) Concept Profit

c) Operating Profit/Loss

d) Estimated Profit",c,Subtracting both COGS and operating expenses from sales yields the Operating Profit.
Accounting 1st,Chapter 09,Sylhet 2025,Board,"Stat in TB 1,000. Op Stock includes 150 stat; Closing includes 350 stat. Stationery used?","a) 800

b) 850

c) 1,000

d) 1,200",a,"Used = (Op 150 + TB 1,000) - Closing 350 = 800 Tk."
Accounting 1st,Chapter 09,Sylhet 2025,Board,"If 150 Unused Stationery is recorded—

i. Closing stock overstated

ii. Net profit decreases

iii. Stationery exp decreases","a) i & ii

b) i & iii

c) ii & iii

d) i, ii, & iii",b,Identifying an unused asset reduces the year's expense (iii) and keeps assets correct. It does not inflate stock if categorized separately.
Accounting 1st,Chapter 09,Sylhet 2025,Board,Which of the following is an Intangible Asset?,"a) Accounts Payable

b) Goodwill

c) Leasehold Property

d) Accounts Receivable",b,Goodwill (সুনাম) is an intangible asset as it has value but no physical substance.
Accounting 1st,Chapter 09,Sylhet 2025,Board,"Rent paid 12,000 (2/3 portion). How much is Rent Payable?","a) 4,000

b) 6,000

c) 8,000

d) 18,000",b,"If 2/3 = 12,000, then 1/3 (payable) = 6,000. Total rent is 18,000 Tk."
Accounting 1st,Chapter 09,Chittagong 2025,Board,Which is a Non-operating Expense?,"a) Interest on Loan

b) Commission

c) Carriage Outward

d) Depreciation",a,"Interest on loan is a financial expense, not related to the core daily operations of the business."
Accounting 1st,Chapter 09,Chittagong 2025,Board,How many elements are in the Balance Sheet (Accounting Equation)?,"a) 6

b) 4

c) 3

d) 2",c,"The three elements are Assets, Liabilities, and Owner's Equity ($A = L + OE$)."
Accounting 1st,Chapter 09,Chittagong 2025,Board,"COGS 4,50,000. Profit 25% on Sales. Total Sales?","a) 6,00,000

b) 5,62,000

c) 4,95,000

d) 4,50,000",a,"If Sales = 100%, Profit = 25%, then COGS = 75%. Sales = (4,50,000 / 75) * 100 = 6,00,000 Tk."
Accounting 1st,Chapter 09,Chittagong 2025,Board,"To increase Net Profit rate while GP rate is fixed—

i. Increase sales

ii. Decrease operating expenses

iii. Increase non-operating income","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",c,Net Profit is improved by managing costs (ii) or increasing other income (iii) after the Gross Profit is calculated.
Accounting 1st,Chapter 09,Chittagong 2025,Board,"Ad paid $60,000$, Free goods distribution $15,000$. Total Ad is to be written off over $5$ years. Amount of Deferred Ad?","a) $60,000$

b) $48,000$

c) $15,000$

d) $60,000$",d,"Total Ad = $60k + 15k = 75k$. Current year write-off ($1/5$) = $15,000$. Deferred Ad ($4/5$) = $60,000$ Tk."
Accounting 1st,Chapter 09,Chittagong 2025,Board,"Read the following stimulus and answer the question:
Trial Balance (Partial)
Particulars | Debit (Taka) | Credit (Taka)
Service Revenue | | 1,40,000
Unearned Revenue | | 60,000
Adjustment: Service Revenue of 20,000 Taka has not been recorded.
Q. How much total Service Revenue will be shown in the Income Statement?","a) $20,000$

b) $80,000$

c) $1,40,000$

d) $1,60,000$",d,"Total Service Revenue = Recorded ($1,40,000$) + Unrecorded ($20,000$) = $1,60,000$ Tk."
Accounting 1st,Chapter 09,Chittagong 2025,Board,"Read the following stimulus and answer the question:
Trial Balance (Partial)
Particulars | Debit (Taka) | Credit (Taka)
Service Revenue | | 1,40,000
Unearned Revenue | | 60,000
Adjustment: Service Revenue of 20,000 Taka has not been recorded.
Q. If 3/4 portion of Unearned Service Revenue is earned, how much will be shown as Unearned Service Revenue in the Statement of Financial Position?","a) $15,000$

b) $20,000$

c) $45,000$

d) $60,000$",a,"Total Unearned = $60,000$. Earned = $60,000 \times 3/4 = 45,000$. Remaining Unearned = $60,000 - 45,000 = 15,000$ Tk."
Accounting 1st,Chapter 09,Dhaka 2025,Board,"Based on the stimulus below, answer the following question:
Pinky Traders' Partial Trial Balance and Adjustments are as follows:
Partial Trial Balance
Particulars | Debit Taka | Credit Taka
Accounts Receivable | 61,000 |
Bad Debt | 2,000 |
Allowance for Bad Debt | | 3,500
Adjustment: 1,000 Taka of Accounts Receivable is not collectible and Allowance for Bad Debt must be increased to 5,000 Taka.
Q. How much Bad Debt Expense will be charged in the Comprehensive Income Statement?","a) $2,500$

b) $3,500$

c) $4,500$

d) $8,000$",c,"Exp = Old Bad Debt ($2k$) + New Bad Debt ($1k$) + New Allowance ($5k$) - Old Allowance ($3.5k$) = $4,500$ Tk."
Accounting 1st,Chapter 09,Dhaka 2025,Board,"Based on the stimulus below, answer the following question:
Pinky Traders' Partial Trial Balance and Adjustments are as follows:
Partial Trial Balance
Particulars | Debit Taka | Credit Taka
Accounts Receivable | 61,000 |
Bad Debt | 2,000 |
Allowance for Bad Debt | | 3,500
Adjustment: 1,000 Taka of Accounts Receivable is not collectible and Allowance for Bad Debt must be increased to 5,000 Taka.
Q. At what amount will Accounts Receivable be shown in the Statement of Financial Position?","a) $55,000$

b) $56,500$

c) $57,500$

d) $58,500$",a,"Net Accounts Receivable = Initial AR - New Bad Debt - New Provision$61,000 - 1,000 - 5,000 = \mathbf{55,000}$In the Statement of Financial Position, Accounts Receivable will be shown as 55,000 Tk."
Accounting 1st,Chapter 09,Dhaka 2025,Board,"Sales including $15\%$ VAT $1,18,000$. Sales Return $3,000$. Amount of Output VAT?","a) $15,000$

b) $15,391$

c) $17,250$

d) $17,700$",a,"Net Sales = $1,18,000 - 3,000 = 1,15,000$. VAT = ($1,15,000 \times 15 / 115$) = $15,000$ Tk."
Accounting 1st,Chapter 09,Dhaka 2025,Board,VAT collected/received by a seller is a/an—,"a) Income

b) Expense

c) Asset

d) Liability",d,VAT collected from customers is a liability because the business must pay it to the government.
Accounting 1st,Chapter 09,Dhaka 2025,Board,"Formula for Cost of Goods Sold (COGS) is—

i. Cost of Goods Available for Sale - Closing Stock

ii. Sales - Gross Profit

iii. Adjusted Purchase + Direct Expenses","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,All three are valid mathematical ways to calculate COGS depending on the available information.
Accounting 1st,Chapter 09,Dhaka 2025,Board,"Based on the stimulus below, answer the following question:
Some accounting information of Padma Enterprise is given below:
Particulars | 2023 | 2024
Gross Profit | 2,10,000 | 2,60,000
Net Profit | 31,500 | ?
In 2024, Office and Administrative Expenses were 1,77,000 Taka (including Depreciation of 77,000 Taka), Selling and Distribution Expenses were 80,000 Taka, and Miscellaneous Income was 20,000 Taka.
Q. What is the amount of Net Profit for Padma Enterprise in 2024?","a) $3,000$

b) $23,000$

c) $39,000$

d) $83,000$",b,"The formula for Net Profit is:Net Profit = (Gross Profit - Total Operating Expenses) + Other IncomeCalculation: $(2,60,000 - 2,57,000) + 20,000$Calculation: $3,000 + 20,000 = \mathbf{23,000}$Net Profit for 2024 is 23,000 Tk."
Accounting 1st,Chapter 09,Dhaka 2025,Board,"Based on the stimulus below, answer the following question:
Some accounting information of Padma Enterprise is given below:
Particulars | 2023 | 2024
Gross Profit | 2,10,000 | 2,60,000
Net Profit | 31,500 | ?
In 2024, Office and Administrative Expenses were 1,77,000 Taka (including Depreciation of 77,000 Taka), Selling and Distribution Expenses were 80,000 Taka, and Miscellaneous Income was 20,000 Taka.
Q. What is the amount of Operating Expenses for the year 2023?","a) $31,500$

b) $2,10,000$

c) $1,78,500$

d) $2,57,000$",c,"To find the Operating Expenses, we subtract the Net Profit from the Gross Profit:

Gross Profit: 2,10,000 Tk.

(-) Net Profit: 31,500 Tk.

Operating Expenses: 1,78,500 Tk."
Accounting 1st,Chapter 09,Mymensingh 2025,Board,Profit on Sales is $20\%$. What is the profit percentage on COGS?,"a) $50\%$

b) $33.33\%$

c) $25\%$

d) $16.67\%$",c,($20 / 80) \times 100 = 25\%$.
Accounting 1st,Chapter 09,Mymensingh 2025,Board,Net Profit increases what?,"a) Income

b) Asset

c) Liability

d) Owner's Equity",d,"Net profit is added to the Capital, thus increasing Owner's Equity (স্বত্ত্বাধিকার)."
Accounting 1st,Chapter 09,Mymensingh 2025,Board,"Op Stock $10k$, Purchase $100k$, Return $7.5k$, Discount $2.5k$, Wages $3k$, Excise Duty $12k$, Closing $25k$. COGS?","a) $75,000$

b) $87,000$

c) $90,000$

d) $1,25,000$",c,"COGS = $10k + (100k-7.5k-2.5k) + 3k + 12k - 25k = 90,000$ Tk."
Accounting 1st,Chapter 09,Mymensingh 2025,Board,"Based on Q53, if profit is $20\%$ on Sales, what is the Gross Profit amount?","a) $15,000$

b) $18,000$

c) $18,750$

d) $22,500$",d,"If Sales is $100\%$, COGS is $80\%$. $90,000$ is $80\%$. Total Sales = $1,12,500$. GP = $1,12,500 \times 20\% = 22,500$ Tk."
Accounting 1st,Chapter 09,Munshi Abdur Rouf,College,"TB: $15\%$ Invest. ($31$-$03$-$2023$) $50,000$; Interest $1,500$. Total interest for the year?","a) $1,500$

b) $4,125$

c) $5,625$

d) $7,125$",c,"$50,000 \times 15\% \times 9/12 = 5,625$ Tk."
Accounting 1st,Chapter 09,Viqarunnisa,College,"Non-operating incomes are—

i. Discount Received

ii. Apprentice Premium

iii. Sub-let Rent","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",c,Discount received is operating (related to purchases). Premium and Sub-let rent are non-operating.
Accounting 1st,Chapter 09,Dhaka 2024,Board,"Interest received $5,000$, accrued $500$. Rate $10\%$. Total Investment amount?","a) $5,000$

b) $5,500$

c) $50,000$

d) $55,000$",d,"Total Interest = $5,000 + 500 = 5,500$. Investment = ($5,500 / 10\%$) = $55,000$ Tk."
Accounting 1st,Chapter 09,Dhaka 2024,Board,"Salary paid $30,000$, including $3$ months advance. Current year salary expense?","a) $6,000$

b) $24,000$

c) $30,000$

d) $36,000$",b,"$30,000$ is for $15$ months ($12+3$). Monthly = $2,000$. Current year ($12$ months) = $24,000$ Tk."
Accounting 1st,Chapter 09,Dhaka 2024,Board,Which of the following is a Fictitious Asset?,"a) Copyright

b) Goodwill

c) Leasehold Property

d) Underwriter's Commission",d,Underwriter's commission is a deferred expense (fictitious asset). The others are intangible/fixed assets.
Accounting 1st,Chapter 09,Dhaka 2024,Board,"Purchase incl. VAT $71,000$; Return $2,000$. Input VAT amount?","a) $10,950$

b) $10,650$

c) $9,000$

d) $8,000$",c,"Net Purchase = $71k - 2k = 69,000$. VAT = $69,000 \times 15/115 = 9,000$ Tk."
Accounting 1st,Chapter 09,Dhaka 2024,Board,"If Profit on Cost is $25\%$, what is the profit percentage on Sales?","a) $20\%$

b) $25\%$

c) $30\%$

d) $35\%$",a,"If Cost = $100$ and Profit = $25$, Sales = $125$. Profit on Sales = ($25/125) \times 100 = 20\%$."
Accounting 1st,Chapter 09,Cumilla 2024,Board,"If Net Profit increases from Tk. $60,000$ to Tk. $80,000$, what is the effect on Total Assets?","a) Increase by $20k$

b) Decrease by $20k$

c) Increase by $80k$

d) Decrease by $80k$",a,"Net profit is an addition to Equity, and according to $A=L+E$, an increase in profit (retained) reflects an equal increase in assets."
Accounting 1st,Chapter 09,Cumilla 2024,Board,"Purchase Tk. $4,00,000$; Opening Stock Tk. $30,000$; COGS Tk. $3,00,000$; Gross Profit Tk. $2,00,000$. Sales?","a) Tk. $5,00,000$

b) Tk. $5,30,000$

c) Tk. $6,00,000$

d) Tk. $7,00,000$",a,"Sales = COGS + Gross Profit = $3,00,000 + 2,00,000 = 5,00,000$ Tk."
Accounting 1st,Chapter 09,Cumilla 2024,Board,"Based on Q63, what is the value of Closing Stock?","a) Tk. $70,000$

b) Tk. $1,00,000$

c) Tk. $1,30,000$

d) Tk. $1,70,000$",c,"Closing Stock = (Op. Stock + Purchase) - COGS = ($30k + 4,00k$) - $3,00k = 1,30,000$ Tk."
Accounting 1st,Chapter 09,Cumilla 2024,Board,Which of the following is part of Cost of Goods Sold?,"a) Carriage Inward

b) Office Rent

c) Salary & Wages

d) Carriage Outward",a,Carriage Inward (আন্তঃপরিবহন) is a direct expense related to bringing goods to the warehouse.
Accounting 1st,Chapter 09,Cumilla 2024,Board,"Manager gets $10\%$ commission on Net Profit. Profit after commission is Tk. $44,000$. Commission?","a) Tk. $4,000$

b) Tk. $4,400$

c) Tk. $39,600$

d) Tk. $40,000$",b,"If $44,000$ is the profit after commission, it represents the $100\%$ base. Commission = $44,000 \times 10\% = 4,400$ Tk."
Accounting 1st,Chapter 09,Jessore 2024,Board,Op. Stock $60k$; Cost of Goods Pur. $3.8L$; Cl. Stock $50k$; Op. Exp $15k$; Sales $4.5L$. GP & NP?,"a) $10k$ & $5k$

b) $20k$ & $5k$

c) $60k$ & $45k$

d) $60k$ & $45k$",c,"COGS = $60k+3.8L-50k = 3.9L$. GP = $4.5L-3.9L=60k$. NP = $60k-15k=45,000$ Tk."
