Subject,Chapter,Level,Category,Question,Options,Answer,Explanation,HTML_Code
Accounting 1st,Chapter 07,Comilla 2019,Board,Through which entry does the balance of income-expense accounts become zero?,"a) Closing Journal

b) Reversing Journal

c) Rectifying Journal

d) Opening Journal",a,"Closing entries transfer nominal balances to the Income Summary, resetting them to zero.",
Accounting 1st,Chapter 07,Comilla 2019,Board,"""10,000 TKTK profit does not mean 10,000 TKTK cash""—which logic is most related to this statement?","a) Full Disclosure

b) Sales in cash increase profit

c) Cash and Profit are different

d) Cash transactions increase profit",c,"Under accrual accounting, profit is based on earning/incurring, not just cash movement.",
Accounting 1st,Chapter 07,Comilla 2019,Board,"Salary 25,000 TKTK, Accrued 5,000 TKTK. How much is shown in the Adjusted Trial Balance of a 10-column worksheet?","a) 5,000 TKTK

b) 20,000 TKTK

c) 25,000 TKTK

d) 30,000 TKTK",d,"Adjusted Balance = Paid (25,000 TKTK) + Accrued (5,000 TKTK) = 30,000 TKTK.",
Accounting 1st,Chapter 07,Comilla 2019,Board,"Where should ""Accrued Salary"" be shown in a 10-column worksheet?","a) Adj, Income Stmt, Balance Sheet

b) Adj Trial Balance, Income Stmt, Balance Sheet

c) Adj, Adj Trial Balance, Income Stmt

d) Adj, Adj Trial Balance, Balance Sheet",d,Accrued salary is an adjustment and a liability (Balance Sheet). It is NOT an income statement item itself.,
Accounting 1st,Chapter 07,Sylhet 2019,Board,What is Unearned Revenue?,"a) Asset

b) Liability

c) Income

d) Expense",b,Revenue received before it is earned is a liability because the service is still owed to the customer.,
Accounting 1st,Chapter 07,Sylhet 2019,Board,"Transactions included in the Accrual Basis are—

i. Cash

ii. Advance

iii. Accrued","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,The accrual basis captures all economic events regardless of when cash is exchanged.,
Accounting 1st,Chapter 07,Sylhet 2019,Board,"Rent 22,000 TKTK paid for 11 TKTK months. What is the correct adjusting entry at year-end?","a) Expense Debit 11 TKkTK, Adv Credit 11 TKkTK

b) Adv Debit 2 TKkTK, Expense Credit 2 TKkTK

c) Expense Debit 2 TKkTK, Payable Credit 2 TKkTK

d) Payable Debit 2 TKkTK, Expense Credit 2 TKkTK",c,"22,000 TK / 11 = 2,000 TK per month. One month is unpaid (2,000 TKTK). Journal: Rent Expense Debit, Rent Payable Credit.",
Accounting 1st,Chapter 07,Sylhet 2019,Board,"Ad is 12,000 TKTK for 4 TKTK years. What happens if this is NOT adjusted at year-end?","a) Net profit ↑ 3 TKkTK

b) Net profit ↓ 9 TKkTK

c) Current assets ↑ 3 TKkTK

d) Net profit ↑ 9 TKkTK",d,"Only 3 TKkTK is expense; 9 TKkTK is an asset. Omitting the adjustment keeps 9 TKkTK as an expense, lowering profit. (Note: Question likely implies profit is understated if 12 TKkTK is kept as expense). Correct logic: Profit ↓ 9 TKkTK.",
Accounting 1st,Chapter 07,Barisal 2019,Board,Which adjusting item cannot have a reversing entry?,"a) Unearned Income

b) Accrued Expense

c) Accrued Income

d) Allowance for Doubtful Debts",d,Estimates like bad debt provisions or depreciation are not reversed in the next period.,
Accounting 1st,Chapter 07,Barisal 2019,Board,What is the relationship between Unearned Revenue and Revenue?,"a) Infinite

b) Opposite

c) Parallel

d) Finite",b,"As Unearned Revenue (Liability) decreases, Revenue (Income) increases. They move in opposite directions during adjustment.",
Accounting 1st,Chapter 07,Combined 2018,Board,"Capital expenses include—

i. Machine purchase

ii. Installation cost

iii. Repair cost","a) i & ii

b) ii & iii

c) i & iii

d) i, ii & iii",a,Repairs are revenue expenditures. Purchase and installation are capital expenditures.,
Accounting 1st,Chapter 07,Dhaka 2017,Board,"Rent 9,000 TKTK paid for 6 TKTK months on Nov 1. What is the adjusting entry on Dec 31?","a) Adv Debit 3 TKkTK; Expense Credit 3 TKkTK

b) Expense Debit 3 TKkTK; Adv Credit 3 TKkTK

c) Adv Debit 6 TKkTK; Expense Credit 6 TKkTK

d) Expense Debit 6 TKkTK; Adv Credit 6 TKkTK",b,"Nov-Dec (2 TKTK months) used. Monthly = 1,500 TKTK. Total Expense = 3,000 TKTK. Journal: Rent Expense Debit, Prepaid Rent Credit.",
Accounting 1st,Chapter 07,Sylhet 2017,Board,"Examples of deferred revenue expenses are—

i. Deferred Ad

ii. Research & Dev

iii. Preliminary Expenses","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,All three provide long-term benefits but are technically revenue-based in nature.,
Accounting 1st,Chapter 07,Rajshahi 2017,Board,Which account balance becomes zero after the closing entry?,"a) Salaries Payable

b) Prepaid Rent

c) Insurance Premium

d) Accumulated Depreciation",c,Insurance Premium is a nominal (expense) account. Nominal accounts are closed at the end of the period.,
Accounting 1st,Chapter 07,Rajshahi 2017,Board,"Electrical installation cost is a—

i. Deferred revenue expenditure

ii. Revenue expenditure

iii. Capital expenditure","a) i & ii

b) i & iii

c) iii

d) i, ii & iii",c,"Installation costs are necessary to make an asset usable, thus they are capitalized as capital expenditure.",
Accounting 1st,Chapter 07,Rajshahi 2017,Board,"Opening Stationery 1,500; Purchase 4,500; Closing 500. What is the amount of Stationery Expense?","a) 1,000

b) 5,500

c) 6,000

d) 6,500",b,"Expense = (Opening + Purchase) - Closing = (1,500 + 4,500) - 500 = 5,500 Tk.",
Accounting 1st,Chapter 07,Jessore 2017,Board,What is credited in the adjusting entry for expired prepaid insurance?,"a) Prepaid Insurance Asset/C

b) Life Insurance Asset/C

c) Fire Insurance Asset/C

d) Insurance Asset/C",a,"When prepaid insurance expires, the asset is reduced by crediting the Prepaid Insurance account.",
Accounting 1st,Chapter 07,Chittagong 2017,Board,Which one is a Capital Expenditure?,"a) Salary expense

b) Opening stock

c) Purchase of asset

d) Purchase of goods",c,"Buying fixed assets involves long-term benefits and large amounts, making it a capital expenditure.",
Accounting 1st,Chapter 07,Rajshahi 2016,Board,"Which one is called a ""Subsidiary Statement""?","a) Trial Balance

b) Ledger

c) Worksheet

d) Cash Book",c,Asset worksheet is considered a subsidiary or auxiliary statement used to facilitate the final accounts.,
Accounting 1st,Chapter 07,Barishal 2016,Board,Which of the following is prepared on separate paper rather than in books of account?,"a) Journal

b) Ledger

c) Worksheet

d) Financial Statement",c,Asset worksheet is an informal draft prepared on loose sheets or multi-column paper.,
Accounting 1st,Chapter 07,Dhaka 2015,Board,How many steps (main stages) does a worksheet generally have?,"a) 2

b) 3

c) 4

d) 5",d,"The five standard steps are: Trial Balance, Adjustments, Adjusted Trial Balance, Income Statement, and Balance Sheet.",
Accounting 1st,Chapter 07,Azizul Haque College,College,Asset worksheet is an accounting—,"a) Mandatory document

b) External use document

c) Internal & optional document

d) Unnecessary document",c,It is used internally by the accounting staff and is not legally required (optional).,
Accounting 1st,Chapter 07,Barishal 2016,Board,"Ad Expense 15,000; Free distribution 5,000. 1/4 is to be written off. Amount in Adjusted Trial Balance?","a) 5,000

b) 10,000

c) 15,000

d) 20,000",a,"Total Ad = 15,000 + 5,000 = 20,000. 1/4 write-off (expense) = 20,000 / 4 = 5,000 Tk.",
Accounting 1st,Chapter 07,Barishal 2016,Board,"Based on the above stem, what is the amount of Deferred Advertisement in the Balance Sheet?","a) 5,000

b) 10,000

c) 15,000

d) 20,000",c,"Deferred (Asset) = Total 20,000 - Expensed 5,000 = 15,000 Tk.",
Accounting 1st,Chapter 07,Dinajpur 2016,Board,"Where is ""Net Loss"" shown in a worksheet?","a) Income Stmt Debit & Balance Sheet Credit

b) Income Stmt Debit & Balance Sheet Debit

c) Income Stmt Credit & Balance Sheet Debit

d) Income Stmt Credit & Balance Sheet Credit",c,Net loss is shown on the credit side of the Income Statement (to balance it) and the debit side of the Balance Sheet (reducing equity).,
Accounting 1st,Chapter 07,Rajshahi 2015,Board,"Which columns are NOT included in a 10-column worksheet?

i. Income Statement

ii. Equity Statement

iii. Retained Earnings Statement","a) i & ii

b) ii & iii

c) i, ii, & iii

d) i & iii",b,"Asset 10-column worksheet includes Trial Balance, Adjustments, Adjusted Trial Balance, Income Stmt, and Balance Sheet.",
Accounting 1st,Chapter 07,AKM City College,College,"Salary (120%) is 1,20,000. What is the amount of Salaries Payable?","a) 10,000

b) 20,000

c) 30,000

d) 40,000",b,"Base (100%) = 1,20,000 / 1.2 = 1,00,000. Payable (20%) = 1,20,000 - 1,00,000 = 20,000 Tk.",
Accounting 1st,Chapter 07,Milestone College,College,"Salary paid for 10 months is 40,000. Amount of Salaries Payable?","a) 4,000

b) 6,000

c) 8,000

d) 10,000",c,"Monthly = 40,000 / 10 = 4,000. Payable for 2 months = 4,000 x 2 = 8,000 Tk.",
Accounting 1st,Chapter 07,Azizul Haque College,College,"Unearned Income is shown in—

i. Trial Balance

ii. Debit of Income Statement

iii. Credit of Balance Sheet","a) i

b) ii

c) iii

d) i & ii",c,Unearned income is a liability and appears on the credit side of the Balance Sheet columns.,
Accounting 1st,Chapter 07,Jashore Govt College,College,"Trial Balance shows Insurance 18,000. 3 months are prepaid. Amount of Prepaid Insurance?","a) 3,600

b) 4,500

c) 9,000

d) 6,000",b,"Prepaid = (18,000 / 12 months) x 3 months = 4,500 Tk.",
Accounting 1st,Chapter 07,Amrit Lal Dey College,College,"What is ""Unexpired Cost"" considered?","a) Asset

b) Expense

c) Liability

d) Equity",a,Unexpired costs (like prepaid insurance or unused supplies) are assets because they offer future benefit.,
Accounting 1st,Chapter 07,Rajshahi 2016,Board,What type of expenditure is Unexpired Advertisement?,"a) Capital

b) Revenue

c) Current

d) Deferred Revenue",d,Advertisement costs that are not yet expensed (unexpired) are called Deferred Revenue Expenditures.,
Accounting 1st,Chapter 07,Rajshahi 2016,Board,"Examples of capital expenditure are—

i. Installation cost

ii. Repair cost

iii. Ship freight for purchase","a) i & ii

b) ii & iii

c) i & iii

d) i, ii, & iii",c,Repairs are revenue expenditures. Installation and freight for buying assets are capitalized.,
Accounting 1st,Chapter 07,Comilla 2016,Board,Which of the following is a Revenue Income?,"a) Purchase of goods

b) Sale of goods

c) Wages

d) Sale of machinery",b,Sale of goods is the primary recurring operating income for a business.,
Accounting 1st,Chapter 07,Sylhet 2016,Board,"Land bought for 2,30,000; Registration 25,000; Mutation 2,000; Annual Tax 400. Total Capital Expenditure?","a) 2,30,000

b) 2,55,000

c) 2,57,000

d) 2,57,400",c,"Capital Expense = Purchase (2,30,000) + Reg (25,000) + Mutation (2,000) = 2,57,000. Land tax is a revenue expense.",
Accounting 1st,Chapter 07,Sylhet 2016,Board,What is the effect of the land purchase on the Financial Statement?,"a) One asset ↑, one asset ↓

b) Land ↑ 2.57L, Equity ↓ 2.57L

c) Land ↑ 2.57L, Cash ↓ 2.57L

d) No effect",c,Buying land for cash increases one asset (Land) and decreases another (Cash) by the same amount.,
Accounting 1st,Chapter 07,Barishal 2016,Board,"Debenture interest is a ""Revenue Expense"" because—

i. Paid every year

ii. Benefit is not long-term

iii. Reduces net income","a) i & ii

b) i & iii

c) ii & iii

d) i, ii, & iii",d,Recurring payments for services or financing that reduce current year profit are revenue expenses.,
Accounting 1st,Chapter 07,Rajshahi 2015,Board,"Total commission received 5,000; 2,000 is for the next year. What is the current year's revenue?","a) 2,000

b) 3,000

c) 5,000

d) 7,000",b,"Revenue Income = Total (5,000) - Advance (2,000) = 3,000 Tk.",
Accounting 1st,Chapter 07,Rajshahi 2015,Board,Which of the following is a Revenue Expenditure?,"a) Deferred Ad

b) Preliminary Expense

c) Share discount

d) Interest expense",d,"Interest is a recurring cost of borrowing, making it a standard revenue expenditure.",
Accounting 1st,Chapter 07,Jessore 2015,Board,Which of the following is a Capital Expenditure?,"a) Amortization of Goodwill

b) Amortization of Lease

c) Purchase of Furniture

d) Purchase of goods",c,Buying fixed assets like furniture for long-term use is a capital expenditure.,
Accounting 1st,Chapter 07,Comilla 2015,Board,"Mr. Anik buys machines for the purpose of ""Resale."" What type of expense is this?","a) Revenue Expenditure

b) Capitalized Expense

c) Capital Expenditure

d) Deferred Revenue",a,"If assets are bought for resale (inventory), they are treated as goods purchase (Revenue Expenditure).",
Accounting 1st,Chapter 07,Sylhet 2015,Board,"Machine 1,00,000; Installation 20,000; Carriage 10,000; Year-end Repair 5,000. Total Capital Expenditure?","a) 1,00,000

b) 1,20,000

c) 1,30,000

d) 1,35,000",c,"Capitalized Cost = 1,00,000 + 20,000 + 10,000 = 1,30,000. Year-end repair is revenue expenditure.",
