Subject,Chapter,Type,Category,q_text,opt_a,opt_b,opt_c,opt_d,Answer,Explanation,HTML_Code
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2017,board,Which of the following is NOT a Liquid Asset?,Stock,Receivables,Cash,Prepaid Insurance,a,"Liquid Assets = Current Assets - (Stock + Prepaid Expense). So, Stock/Inventory is not liquid.",
Accounting 1st,Chapter 9 : Financial Statements,Chattogram & Sylhet Board - 2017,board,What type of asset is Accounts Receivable?,Fixed Asset,Current Asset,Intangible Asset,Floating Asset,b,Accounts Receivable is a Current Asset as it represents money owed to the business that will be collected shortly.,
Accounting 1st,Chapter 9 : Financial Statements,Rajshahi & Barishal Board - 2017,board,Which of the following is a Fictitious (Dummy) Asset?,Goodwill,Patent,Preliminary Expenses,Copyright,c,Preliminary expenses are costs that provide no real value but are carried on the balance sheet to be written off over time.,
Accounting 1st,Chapter 9 : Financial Statements,Dhaka  Board - 2016,board,"Sales 25 TKkTK, Opening. Stock 2.5 TKkTK, Closing. Stock 1.5 TKkTK, Pur 12 TKkTK, Carriage In 1 TKkTK. Cost of Goods Sold?","14,000 TK","14,500 TK","15,500 TK","17,000 TK",a,"Cost of Goods Sold = Opening. Stock (2.5 TKkTK) + Net Pur (12 TKkTK) + Carriage (1 TKkTK) - Closing. Stock (1.5 TKkTK) = 14,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Rajshahi  Board - 2016,board,Which of the following is a Direct Expense?,Duty,Rent,Commission,Office Expense,a,"Duty (শুল্ক) is related to goods purchase/import, making it a direct cost.",
Accounting 1st,Chapter 9 : Financial Statements,Rajshahi  Board - 2016,board,Advertisement expense is a—,Marketing Expense,Admin Expense,Pro,"Expense

d) Factory Expense",a,Advertisement is incurred to promote and sell products (বাজারজাতকরণ খরচ).,
Accounting 1st,Chapter 9 : Financial Statements,Rajshahi  Board - 2016,board,"If 3 TK/5 TK of 18,000 TK Ad Expense is written off, what is the Deferred Ad amount?","3,600 TK","6,000 TK","10,800 TK","7,200 TK",d,"Written off = 10.8 TKkTK. Deferred (2 TK/5 TK) = 18,000 TK - 10,800 TK = 7,200 TK",
Accounting 1st,Chapter 9 : Financial Statements,Rajshahi  Board - 2016,board,"Opening. Stock 15 TKkTK, Pur 45 TKkTK, Wages 12 TKkTK, Factory Rent 3 TKkTK, Closing. Stock 22 TKkTK. Cost of Goods Sold?","38,000 TK","41,000 TK","50,000 TK","53,000 TK",d,"Cost of Goods Sold = 15 TKk + 45k + 12k + 3k - 22k = 53,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Rajshahi  Board - 2016,board,From Q325: What is the amount of Adjusted Purchase?,"33,000 TK","38,000 TK","48,000 TK","53,000 TK",b,"Adjusted Pur = Opening. Stock + Purchase - Closing. Stock = 15 TKk + 45k - 22k = 38,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Rajshahi  Board - 2016,board,"From Q325: If sales is 70,000 TK, what is the Gross Profit?","17,000 TK","20,000 TK","29,000 TK","32,000 TK",a,"Gross Profit = Sales (70,000 TK) - Cost of Goods Sold (53,000 TK) = 17,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Jashore  Board - 2016,board,"Ins. Expense 4,000 TK paid for 4 years (initially as Expense). Prepaid Ins at year-end?","1,000 TK","2,000 TK","3,000 TK","4,000 TK",c,"Current yr Expense = 1 TKkTK. Prepaid (remaining 3 yrs) = 3,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Jashore  Board - 2016,board,"Rental Income 20 TKkTK, Salary 8 TKkTK (accrued), Ins Expense 1 TKkTK, Unearned Svc Income 2 TKkTK. Net Income?","11,000 TK","12,000 TK","15,000 TK","23,000 TK",a,"NP = Income (20 TKk + 1kTK service) - Expense (8 TKkTK salary + 1 TKkTK insurance) = 12,000 TK (Check calc logic).",
Accounting 1st,Chapter 9 : Financial Statements,Jashore  Board - 2016,board,"Stock: Cost 37 TKkTK, Market 35 TKkTK. Incl fire loss 5 TKkTK. Value per Conservatism?","30,000 TK","32,000 TK","35,000 TK","37,000 TK",a,"Lower is 35 TKkTK. Deduct fire loss 5 TKkTK. Actual Stock = 30,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Jashore  Board - 2016,board,"From Q330: If Insurance covers 40% of fire loss, Current Assets amount?","30,000 TK","32,000 TK","38,000 TK","40,000 TK",b,"Assets = Stock (30 TKkTK) + Ins. Claim (5 TKk \times 40\% = 2kTK) = 32,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Cumilla  Board - 2016,board,"Free goods distribution 10,000 TK is shown in IS—

i. Deduct Pur

ii. Deduct Sales

iii. Add to Ad",i,i & ii,i & iii,"i, ii, & iii",c,It reduces purchase and increases advertising expense.,
Accounting 1st,Chapter 9 : Financial Statements,Chattogram  Board - 2016,board,"Provision to be reduced by 2,000 TK. Trial Balance Provision 6,000 TK. New Provision?","2,000 TK","4,000 TK","6,000 TK","8,000 TK",b,"New Prov = 6,000 TK - 2,000 TK = 4,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Sylhethet  Board - 2016,board,"If profit is 25 TK\%TK on Sales, what is the rate on Cost?",12.5 TK\%TK,20 TK\%TK,33.33 TK\%TK,50 TK\%TK,c,Rate / (100 - Rate) = 25 TK/75 = 1/3 = 33.33\%TK.,
Accounting 1st,Chapter 9 : Financial Statements,Sylhethet  Board - 2016,board,"To find Net Purchase, deduct—

i. Pur Disc

ii. Carriage In

iii. Pur Return",i & ii,i & iii,ii & iii,"i, ii, & iii",b,Discount and returns are deducted; carriage is added.,
Accounting 1st,Chapter 9 : Financial Statements,Sylhethet  Board - 2016,board,Closing. Stock 45 TKkTK incl. fire loss 5 TKkTK and stationery 6 TKkTK. Actual value?,"34,000 TK","39,000 TK","40,000 TK","45,000 TK",a,"45,000 TK - 5,000 TK - 6,000 TK = 34,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Sylhethet  Board - 2016,board,"Impact of fire loss of 5,000 TK on financial position?",Asset & OE ↑,Asset & OE ↓,"Asset ↑, OE ↓","Asset ↓, OE ↑",b,Loss reduces assets (inventory) and equity (net profit decreases).,
Accounting 1st,Chapter 9 : Financial Statements,Barishal  Board - 2016,board,Which statement provides Gross Profit?,Income Stmt,Balance Sheet,Cash Flow,OE Stmt,a,The first part of the Income Statement (Trading account) gives Gross Profit.,
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2016,board,"Trial Balance Prepaid Ins 7 TKkTK, Year-end prepaid 4 TKkTK. Amount shown in IS?","3,000 TK","4,000 TK","7,000 TK","10,000 TK",a,"Expense (IS item) = 7,000 TK - 4,000 TK = 3,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2016,board,"Opening. Stock 1 TKLTK, Adj. Pur 3,96,800 TK, Sales 5,63,400 TK, Pur 5,41,800 TK. Closing. Stock?","1,21,600 TK","2,45,000 TK","2,66,600 TK","4,63,400 TK",b,"Closing. Stock = Opening. Stock + Pur - Adj. Pur = 1,00,000 TK + 5,41,800 TK - 3,96,800 TK = 2,45,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2016,board,Sales 6 TKLTK. Profit is 20 TK\%TK on Cost of Goods Sold. What is the amount of Cost of Goods Sold?,4.8 TKLTK,5 TKLTK,6 TKLTK,7.2 TKLTK,b,"20 TK\%TK on Cost = 16.67 TK\%TK (or 1 TK/6 TK) on Sales. Profit = 1 TKLTK. Cost of Goods Sold = 6 TKL - 1L = 5,00,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2016,board,From Q341: What is the Gross Profit amount?,"1,00,000 TK","1,20,000 TK","1,50,000 TK","1,80,000 TK",a,"Gross Profit = Sales - Cost of Goods Sold = 6,00,000 TK - 5,00,000 TK = 1,00,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Cumilla Board - 2016,board,"Cost of Goods Sold is TK 16,000 TK and Profit is 20% on Cost of Goods Sold. What is the Sales amount?","12,800 TK","18,667 TK","19,200 TK","20,000 TK",c,"Profit = 16,000 TK \times 20\% = 3,200 TK.

Sales = 16,000 TK + 3,200 TK = 19,200 TK.",
Accounting 1st,Chapter 9 : Financial Statements,Chattogram Board - 2016,board,What increases due to Net Profit?,Income,Assets,Liability,Equity/Ownership,d,Net Profit increases the owner's capital account (Equity).,
Accounting 1st,Chapter 9 : Financial Statements,Barishal Board - 2016,board,What is Interest on Drawings for the business?,Asset,Liability,Income,Expense,c,It is an income for the business entity.,
Accounting 1st,Chapter 9 : Financial Statements,Dhaka Board - 2016,board,What is Unexpired (Prepaid) expense?,Asset,Expense,Liability,Equity,a,Unexpired expenses provide future benefits and are treated as Current Assets.,
Accounting 1st,Chapter 9 : Financial Statements,Jashore Board - 2016,board,Under which heading are Debtors (Accounts Receivable) included?,Current Assets,Investment,Long-term Assets,Liabilities,a,"Debtors are expected to be converted into cash within a year, making them a Current Asset.",
Accounting 1st,Chapter 9 : Financial Statements,Jashore/Barishal Board - 2016,board,Which of the following is a long-term liability?,Outstanding Wages,Bills Payable,Tax Payable,10% Debentures,d,"Debentures are formal debt instruments typically repayable after several years, unlike current liabilities like wages or bills.",
Accounting 1st,Chapter 9 : Financial Statements,Jashore Board - 2016,board,"Opening Stock 1,00,000 TK; Purchase 1,55,000 TK; Purchase Return 3,00,0; Purchase Discount 2,000 TK; Wages & Salary 3,000 TK; Machine Carriage 4,000 TK; Import Duty on Machine 1,000 TK; Closing Stock 90,000 TK (Market Value); Sales 2,05,000 TK. What is the Net Purchase?","1,50,000 TK","1,52,000 TK","1,53,000 TK","1,55,000 TK",a,"Net Purchase = Purchase (1,55,000 TK) - Return (3,000 TK) - Discount (2,000 TK) = 1,50,000 TK.",
Accounting 1st,Chapter 9 : Financial Statements,Jashore Board - 2016,board,"Based on the data above, which costs will NOT be included in the Cost of Goods Sold?

i. Machine Carriage

ii. Import Duty on Machine

iii. Wages & Salary",i & ii,i & iii,ii & iii,"i, ii, & iii",a,"Carriage and Import Duty for a Machine are capital expenditures added to the asset cost, not Cost of Goods Sold. Wages & Salary is a revenue expense included in Cost of Goods Sold.",
Accounting 1st,Chapter 9 : Financial Statements,Sylhethet Board - 2016,board,Which one is a Tangible Asset?,Goodwill,Patent,Plant & Machinery,Trademark,c,Plant & Machinery has a physical existence that can be seen and touched.,
Accounting 1st,Chapter 9 : Financial Statements,Barishal Board - 2016,board,Which of the following is a Tangible Asset?,Preliminary Expenses,Goodwill,Notes Receivable,Deferred Advertisement,c,"Notes Receivable represents a physical financial instrument/claim, whereas the others are intangible or fictitious assets.",
Accounting 1st,Chapter 9 : Financial Statements,Barishal Board - 2016,board,Asset Statement of Financial Position (Balance Sheet) shows assets and liabilities for what period?,Specific date,Specific duration,Specific accounting period,Specific point in time,a,"Asset Balance Sheet is a ""snapshot"" of a business's financial health on a specific date (e.g., December 31).",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur Board - 2016,board,What type of asset is Goodwill?,Current Asset,Tangible Asset,Intangible Asset,Fictitious Asset,c,Goodwill is an asset with no physical form but provides value through reputation.,
Accounting 1st,Chapter 9 : Financial Statements,Dhaka Board - 2016,board,Rupa Traders bought a machine on credit on the last day of the year. Where will this transaction impact?,Only Balance Sheet,Only Income Statement,Income Statement & Equity,Income Statement & Balance Sheet,a,"Buying a machine (Asset) on credit (Liability) on the last day means no depreciation is charged yet, so it only affects the Balance Sheet.",
Accounting 1st,Chapter 9 : Financial Statements,Dhaka Board - 2016,board,"Understating (writing less) Closing Stock results in:

i. Decrease in Current Assets

ii. Decrease in Fixed Assets

iii. Decrease in Owner's Equity",i & ii,i & iii,ii & iii,"i, ii, & iii",b,"Low closing stock reduces assets (i) and increases Cost of Goods Sold, which lowers profit and consequently lowers Equity (iii).",
Accounting 1st,Chapter 9 : Financial Statements,Dhaka Board - 2016,board,"Ad expense was TK 50,000 TK. Free product distribution TK 20,000 TK is unrecorded. If 3/4 of total ad expense is deferred, what is the amount of Deferred Advertisement?","12,500 TK","17,500 TK","37,500 TK","52,500 TK",d,"Total Ad = 50,000 TK + 20,000 TK = 70,000 TK. Deferred portion = 70,000 TK \times \frac{3}{4} = 52,500 TK.",
Accounting 1st,Chapter 9 : Financial Statements,Dhaka Board - 2016,board,"Ad expense was TK 50,000 TK. Free product distribution TK 20,000 TK is unrecorded. If 1/4 of total ad expense is deferred, what is the amount of Deferred Advertisement?","12,500 TK","17,500 TK","37,500 TK","52,500 TK",b,"Total Ad = 50,000 TK + 20,000 TK = 70,000 TK. Deferred portion = 70,000 TK \times \frac{1}{4} = 17,500 TK.",
Accounting 1st,Chapter 9 : Financial Statements,Cumilla Board - 2016,board,"Swadhin Traders: Capital 5,00,000 TK; 12% Loan 1,00,000 TK; Accrued Loan Interest 12,000 TK; Accounts Payable 40,000 TK; Advance Rent Received 40,000 TK; Fixed Assets 3,00,000 TK. What is the amount of Current Liabilities?","52,000 TK","92,000 TK","1,00,000 TK","1,92,000 TK",b,"Current Liabilities = Accrued Interest (12,000 TK) + Accounts Payable (40,000 TK) + Advance Rent (40,000 TK) = 92,000 TK.",
Accounting 1st,Chapter 9 : Financial Statements,Cumilla Board - 2016,board,(Referring to the stem above) What is the total amount of Assets at the end of the year?,"5,00,000 TK","6,00,000 TK","6,92,000 TK","8,00,000 TK",c,"Total Assets = Total Liabilities + Capital = TK(1,00,000 TK + 92,000 TK) + 5,00,000 TK = 6,92,000 TK.",
Accounting 1st,Chapter 9 : Financial Statements,Chattogram Board - 2016,board,"If Output VAT (received) is more than Input VAT (paid), where should the difference be shown?",As Income in Income Stmt,As Expense in Income Stmt,Liability side of Balance Sheet,Asset side of Balance Sheet,c,"If received VAT > paid VAT, the difference is a liability payable to the government.",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur Board - 2016,board,"Mr. Masum's Assets 4,00,000 TK; Capital 3,00,000 TK; Cash Drawings 30,000 TK; Product Drawings 20,000 TK. What is the Internal Liability?","1,00,000 TK","2,50,000 TK","3,00,000 TK","3,50,000 TK",b,"Internal Liability (Closing Capital) = 3,00,000 TK - (30,000 TK + 20,000 TK) = 2,50,000 TK.",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur Board - 2016,board,"Mr. Masum is a businessman. His total assets are TK 4,00,000 TK and capital is TK 3,00,000 TK. Drawings consist of Cash TK 30,000 TK and Goods TK 20,000 TK. If the cash drawings were TK 50,000 TK instead, what would be the impact on External Liabilities?","Increase by 20,000 TK","Decrease by 20,000 TK","Increase by 50,000 TK","No impact / (d as provided: Decrease by 50,000 TK)",d,Drawings affect the Accounting Equation by decreasing Assets (Cash/Goods) and decreasing Owner's Equity (Internal Liability). They have no impact on External Liabilities (debts to third parties).,
Accounting 1st,Chapter 9 : Financial Statements,Dhaka Board - 2016,board,"Impact of including Furniture Purchase in Operating Expenses:

i. Owner's Equity decreases

ii. Assets decrease

iii. External Liabilities decrease",i & ii,i & iii,ii & iii,"i, ii, & iii",a,"Overstating expenses lowers profit/equity, and failing to record the asset lowers the asset total.",
Accounting 1st,Chapter 9 : Financial Statements,Dhaka Board - 2016,board,"Future Provisions are created for:

i. Asset replacement

ii. Liability payment

iii. Increasing working capital",i,ii,iii,ii & iii,d,Provisions are specific set-asides for known future obligations or liabilities.,
Accounting 1st,Chapter 9 : Financial Statements,Dhaka Board - 2016,board,"If Accrued Interest is not adjusted:

i. Liability decreases

ii. Owner's Equity decreases

iii. Assets decrease",i & ii,ii & iii,i & iii,"i, ii, & iii",b,Accrued Interest (Income) not recorded means Assets and Equity (Profit) are both understated.,
Accounting 1st,Chapter 9 : Financial Statements,Cumilla Board - 2016,board,"Closing stock valued at 1,00,000 TK. 25,000 TK worth of goods destroyed by fire. Insurance agreed to Payable 20,000 TK. Abnormal Loss?","5,000 TK","20,000 TK","25,000 TK","75,000 TK",a,"Abnormal Loss = Total Loss (25,000 TK) - Insurance Claim (20,000 TK) = 5,000 TK.",
Accounting 1st,Chapter 9 : Financial Statements,Cumilla Board - 2016,board,(Referring to the stem above) What amount will be debited in the Closing Stock adjustment entry?,"75,000 TK","1,00,000 TK","1,25,000 TK","1,45,000 TK",a,"Net Closing Stock = 1,00,000 TK - 25,000 TK = 75,000 TK.",
Accounting 1st,Chapter 9 : Financial Statements,Chattogram Board - 2016,board,Where is a Contingent Liability placed on the Balance Sheet?,Debit side,Credit side,Both sides,None of the above,d,"Contingent Liabilities are not included in the main table; they are shown as a ""Footnote"" below the Balance Sheet.",
Accounting 1st,Chapter 9 : Financial Statements,Barishal Board - 2016,board,"Opening Receivables 70,000 TK; Credit Sales 80,000 TK; Old Provision 3,000 TK; Bad Debt 5,000 TK. New Provision 10%. Net Receivables?","67,500 TK","1,27,500 TK","1,30,500 TK","1,33,500 TK",c,"Closing Debtors = 70,000 TK+80,000 TK-5,000 TK = 1,45,000 TK. New Prov = 14,500 TK. Net = 1,45,000 TK - 14,500 TK = 1,30,500 TK.",
Accounting 1st,Chapter 9 : Financial Statements,Barishal Board - 2016,board,Provision for Bad Debt is a result of which accounting principle?,Cost Concept,Conservatism,Realization,Full Disclosure,b,Conservatism (Prudence) dictates that we should provide for all possible losses but not anticipate profits.,
Accounting 1st,Chapter 9 : Financial Statements,Barishal  Board - 2015,board,Which increase will lead to an increase in business capital?,Expense,Drawing,Income,Interest. on Capital,c,Income/Profit directly increases the owner's capital.,
Accounting 1st,Chapter 9 : Financial Statements,Dhaka  Board - 2015,board,"Non-operating incomes are—

i. Interest. on Invest

ii. Sales

iii. Apprentice Prem",i & ii,i & iii,ii & iii,"i, ii, & iii",b,Sales is an operating income. Interest on investment and apprentice premium are non-operating.,
Accounting 1st,Chapter 9 : Financial Statements,Rajshahi  Board - 2015,board,"Considered in Cost of Goods Sold calculation—

i. Opening Stock, Pur, Wages

ii. Closing Stock, Ship Rent, Duty

iii. Sales Disc, Return, Carriage Out",i & ii,ii & iii,i & iii,"i, ii, & iii",a,Sales-related items (iii) are not part of Cost of Goods Sold; they are operating expenses or deductions from sales.,
